 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][5]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][6]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][7]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][8]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][9]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][10]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][11]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][12]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][13]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][14]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][15]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][16]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][17]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][18]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[4][19]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][0]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][1]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][2]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][3]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][4]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][5]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][6]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][7]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][8]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][9]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][10]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][11]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][12]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][13]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][14]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][15]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][16]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][17]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][18]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[5][19]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][0]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][1]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][2]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][3]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][4]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][5]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][6]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][7]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][8]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][9]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][10]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][11]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][12]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][13]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][14]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][15]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][16]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][17]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][18]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[6][19]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][0]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][1]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][2]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][3]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][4]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][5]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][6]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][7]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][8]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][9]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][10]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][11]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][12]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][13]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][14]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][15]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][16]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][17]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][18]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[7][19]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][0]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][1]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][2]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][3]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][4]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][5]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][6]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][7]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][8]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][9]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][10]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][11]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][12]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][13]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][14]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][15]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][16]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][17]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][18]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[8][19]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][0]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][1]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][2]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][3]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][4]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][5]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][6]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][7]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][8]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][9]     **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][10]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][11]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][12]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][13]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][14]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][15]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][16]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][17]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][18]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[9][19]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][0]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][1]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][2]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][3]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][4]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][5]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][6]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][7]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][8]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][9]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][10]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][11]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][12]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][13]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][14]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][15]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][16]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][17]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][18]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[10][19]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][0]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][1]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][2]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][3]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][4]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][5]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][6]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][7]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][8]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][9]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][10]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][11]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][12]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][13]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][14]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][15]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][16]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][17]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][18]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[11][19]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][0]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][1]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][2]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][3]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][4]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][5]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][6]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][7]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][8]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][9]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][10]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][11]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][12]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][13]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][14]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][15]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][16]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][17]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][18]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[12][19]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][0]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][1]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][2]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][3]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][4]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][5]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][6]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][7]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][8]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][9]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][10]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][11]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][12]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][13]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][14]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][15]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][16]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][17]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][18]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[13][19]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][0]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][1]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][2]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][3]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][4]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][5]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][6]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][7]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][8]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][9]    **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][10]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][11]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][12]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][13]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][14]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][15]   **FFGEN**                       0.000000  n, u
L2_0/square_reg[14][16]   **FFGEN**                       0.000000  n, u
